,name,id,address,zipcode,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating,number_of_reviews
169,Indus Pizza,18586622,"AC 92, Prafulla Kanan-E, VIP Main Road, Beside Deshopriyo Girls School, Near Reebok Showroom, Kestopur, Kolkata",,Kestopur,22.6024985838,88.4234954417,"Pizza, Fast Food, Beverages",550,"Dinner,Takeaway Available,Breakfast,Lunch,Cash,Delivery,Credit Card,Debit Card,Indoor Seating,Air Conditioned,Wifi",3.7,303
170,Chowman,18532436,"3, Ho Chi Minh Sarani, Little Rusell Street Post Office, Camac Street Area, Kolkata",,Camac Street Area,22.5472825458,88.3501601592,"Chinese, Asian, Seafood, Cantonese",1000,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.4,826
171,Tandoor House,18476619,"2B, Parashar Road, Near Lake Mall, Lake Market Area, Kolkata",,Lake Market Area,22.5338592385,88.3431656286,"North Indian, Chinese, Mughlai",500,"Cash,Debit Card,Delivery,No Alcohol Available,Dinner,Credit Card,Takeaway Available,Lunch,Indoor Seating",3.9,2067
172,Biryanee & More,18619896,"P 362, Parnasree Pally, Behala, Kolkata",,Behala,22.5088816891,88.3066255599,"Biryani, North Indian, Kebab, Mughlai",300,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",4.0,210
173,Biryanishk By The Biryani Company,18513817,"61, Raja S C Mullick Road, Garia, Kolkata",,Garia,22.4713320829,88.3774523064,"Biryani, North Indian",450,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",3.9,222
174,Haji Saheb,21257,"476, Diamond Harbour Road, Near Tram Depot Bazaar, Behala, Kolkata",0,Behala,22.4996707968,88.3174761012,"Biryani, North Indian, Chinese",300,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.2,1145
175,KFC,23836,"139, Bidhan Sarani, Haathi Bagan Market, Hatibagan, Kolkata",,Hatibagan,22.5961971351,88.3712704852,"Fast Food, Burger",450,"Lunch,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Sodexo,Air Conditioned,Indoor Seating",4.1,570
176,Aminia,23557,"166, Near Diamond Plaza Mall, Nagerbazar, Kolkata",,Nagerbazar,22.6151810845,88.4118687361,"Biryani, Mughlai, North Indian, Kebab, Rolls",700,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Air Conditioned",4.0,988
177,Cafe Coffee O Kobita,18420477,"32, Bhupen Bose Avenue, Shyam Bazar, Kolkata",,Shyam Bazar,22.6013069084,88.3720184863,"Cafe, Mexican",700,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.2,734
178,Le Vanilla,24678,"New Town, Kolkata",,New Town,22.5825538419,88.4337924421,"Bakery, Desserts",700,"Delivery,Debit Card,No Seating Available,Cash,Credit Card,Pre-Ordering Required,Dark Kitchen,Desserts and Bakes",3.9,149
179,WBFC,18574144,"66B, Ekbalpur Road, Near City Guest House, Kidderpore, Kolkata",700023,Kidderpore,22.5344299755,88.3233119175,"Burger, Fast Food",300,"Dinner,Delivery,Cash",4.0,53
180,Cafe HQ,18575757,"1/4, 202, Mudiali, Ravindra Sarovar, Bawali Mandal Road, Tollygunge, Kolkata",700026,Tollygunge,22.5102479228,88.3453305066,"Cafe, Continental, Italian, Beverages",600,"Takeaway Available,Credit Card,Debit Card,Lunch,Cash,Delivery,Breakfast,Dinner,Digital Payments Accepted,Kid Friendly,Wifi,Group Meal,Board Games,Free Wifi,Air Conditioned,Vegan Options,Desserts and Bakes,Indoor Seating,Table booking recommended",4.4,1009
181,31 32,19152824,"The Westin, Plot CBD/2, Action Area-2, New Town, Kolkata",,"The Westin Kolkata Rajarhat, New Town",22.5928243580,88.4733094275,"Continental, Italian, Beverages",2500,"Lunch,Debit Card,Dinner,Cash,Credit Card,Air Conditioned,Smoking Area,DJ,Fullbar,Indoor Seating,Live Sports Screening,Live Music,Rooftop",4.3,125
